date,user_id,age,mood,anxiety,energy,burnout,journal_entry,sleep,refreshed_after_sleep,steps_taken,water_intake,caffeine_intake,work_hours,outfit_type,music_genre,music_volume,music_time,on_period_today,cycle_phase,symptoms_experienced,major_event_log
2025-05-11,user_001,55,3,5,9,Full-on burnout,,5.2,Kind of,5000–8000,1–1.5L,2 cups,8+ hrs,Formal (workwear),Western classical,Medium,Night,No,No clue,None,
2025-05-12,user_001,55,3,5,5,Mild tiredness,,11.7,Yes,5000–8000,<1L,1 cup,<2 hrs,Athletic/Activewear,"EDM, Other",Medium,Morning,No,No clue,None,
2025-05-13,user_001,55,9,2,1,Full-on burnout,A bit tired.,8.7,Yes,<2000,1.5–2.5L,None,5–8 hrs,Athletic/Activewear,Other,Low (background),Night,No,No clue,None,
2025-05-14,user_001,55,6,6,1,Full-on burnout,,2.3,No,<2000,2.5L+,3+ cups,2–5 hrs,Formal (workwear),Dance music,Low (background),Night,No,No clue,None,
2025-05-15,user_001,55,4,8,8,Mild tiredness,,10.6,No,5000–8000,<1L,1 cup,2–5 hrs,"Casual (jeans, tee)",Sad Pop,Low (background),Night,No,No clue,None,
2025-05-16,user_001,55,8,6,1,Drained,,11.6,Yes,2000–5000,1.5–2.5L,None,<2 hrs,"Casual (jeans, tee)",Carnatic,Medium,Night,No,No clue,None,
2025-05-17,user_001,55,5,1,7,Full-on burnout,,7.9,Yes,5000–8000,1–1.5L,1 cup,2–5 hrs,Formal (workwear),Bollywood,Low (background),Night,No,No clue,None,
2025-05-18,user_001,55,8,5,1,Drained,Relaxed evening.,11.8,Kind of,8000+,<1L,1 cup,8+ hrs,Athletic/Activewear,"Rock, Sad Pop",Medium,Night,No,No clue,None,
2025-05-19,user_001,55,1,5,9,Mild tiredness,,2.9,No,5000–8000,1.5–2.5L,None,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-05-20,user_001,55,3,5,1,Full-on burnout,Productive day at work.,5.4,Kind of,8000+,1–1.5L,2 cups,2–5 hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-05-21,user_001,55,1,8,9,Mild tiredness,,8.4,Kind of,<2000,1–1.5L,2 cups,<2 hrs,"Casual (jeans, tee)",K-pop / J-pop,Loud,Night,No,No clue,None,
2025-05-22,user_001,55,10,1,2,Not at all,,5.8,No,5000–8000,1.5–2.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Medium,Morning,No,No clue,None,
2025-05-23,user_001,55,9,4,5,Drained,,4.1,No,<2000,1.5–2.5L,2 cups,5–8 hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-05-24,user_001,55,5,9,1,Full-on burnout,A bit tired.,8.1,No,8000+,1.5–2.5L,2 cups,<2 hrs,Athletic/Activewear,"K-pop / J-pop, Rock",Medium,Morning,No,No clue,None,
2025-05-25,user_001,55,8,3,5,Drained,,0.7,Yes,<2000,<1L,None,5–8 hrs,Athletic/Activewear,Happy Vibey pop,Low (background),Night,No,No clue,None,
2025-05-26,user_001,55,1,10,6,Mild tiredness,,0.5,Kind of,<2000,2.5L+,2 cups,2–5 hrs,Athletic/Activewear,"EDM, Happy Vibey pop",Loud,Night,No,No clue,None,
2025-05-27,user_001,55,1,3,7,Mild tiredness,,10.5,Kind of,5000–8000,1–1.5L,2 cups,5–8 hrs,Athletic/Activewear,Carnatic,Medium,Afternoon,No,No clue,None,
2025-05-28,user_001,55,6,10,2,Not at all,,2.7,No,8000+,<1L,3+ cups,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-05-29,user_001,55,1,9,8,Mild tiredness,Relaxed evening.,3.0,Kind of,<2000,<1L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",Sad Pop,Low (background),Morning,No,No clue,None,
2025-05-30,user_001,55,9,3,2,Not at all,,10.1,Kind of,8000+,<1L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,No clue,None,
2025-05-31,user_001,55,7,6,5,Not at all,,11.7,Yes,5000–8000,2.5L+,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-06-01,user_001,55,10,6,10,Drained,Relaxed evening.,11.4,No,5000–8000,<1L,1 cup,<2 hrs,"Casual (jeans, tee)","EDM, Bollywood",Medium,Afternoon,No,No clue,None,
2025-06-02,user_001,55,5,9,10,Drained,Feeling well today.,9.7,Kind of,2000–5000,1.5–2.5L,3+ cups,2–5 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-06-03,user_001,55,10,10,2,Not at all,,1.6,Yes,8000+,1.5–2.5L,None,5–8 hrs,"Casual (jeans, tee)",Rock,Low (background),Morning,No,No clue,None,
2025-06-04,user_001,55,5,3,2,Mild tiredness,,10.8,Yes,<2000,1.5–2.5L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-06-05,user_001,55,3,4,3,Mild tiredness,,11.4,No,2000–5000,2.5L+,1 cup,5–8 hrs,"Comfy (PJs, oversized)",K-pop / J-pop,Medium,Night,No,No clue,None,
2025-06-06,user_001,55,2,9,2,Full-on burnout,,3.9,Yes,8000+,1–1.5L,3+ cups,5–8 hrs,Athletic/Activewear,Rock,Loud,Afternoon,No,No clue,None,
2025-06-07,user_001,55,6,6,10,Drained,,3.6,Yes,<2000,1–1.5L,3+ cups,5–8 hrs,Athletic/Activewear,None,Loud,Morning,No,No clue,None,
2025-06-08,user_001,55,2,9,9,Drained,,5.1,Kind of,<2000,1–1.5L,None,<2 hrs,Formal (workwear),"Other, Dance music",Low (background),Morning,No,No clue,None,
2025-06-09,user_001,55,9,8,10,Not at all,Productive day at work.,8.9,Yes,8000+,2.5L+,3+ cups,8+ hrs,"Casual (jeans, tee)",K-pop / J-pop,Loud,Afternoon,No,No clue,None,Started new hobby
2025-06-10,user_001,55,1,4,5,Drained,,6.2,No,5000–8000,1–1.5L,3+ cups,2–5 hrs,Athletic/Activewear,Western classical,Medium,Night,No,No clue,None,
2025-06-11,user_001,55,5,7,2,Mild tiredness,,4.2,Kind of,5000–8000,1.5–2.5L,2 cups,5–8 hrs,"Comfy (PJs, oversized)",Lofi,Low (background),Morning,No,No clue,None,
2025-06-12,user_001,55,1,5,9,Drained,,11.9,Yes,8000+,1–1.5L,None,<2 hrs,"Casual (jeans, tee)",Sad Pop,Medium,Night,No,No clue,None,
2025-06-13,user_001,55,10,1,3,Drained,,8.1,Yes,5000–8000,2.5L+,1 cup,<2 hrs,Athletic/Activewear,"Bollywood, Rock",Low (background),Night,No,No clue,None,
2025-03-16,user_002,37,5,6,7,Drained,Productive day at work.,8.9,Yes,<2000,1–1.5L,2 cups,<2 hrs,Formal (workwear),Happy Vibey pop,Loud,Afternoon,No,No clue,None,
2025-03-17,user_002,37,10,4,1,Full-on burnout,Feeling well today.,5.0,Yes,<2000,2.5L+,1 cup,2–5 hrs,Athletic/Activewear,"Rock, Dance music",Low (background),Morning,No,No clue,None,
2025-03-18,user_002,37,2,6,3,Full-on burnout,,0.9,No,8000+,<1L,None,<2 hrs,Formal (workwear),Other,Loud,Afternoon,No,No clue,None,
2025-03-19,user_002,37,7,8,6,Mild tiredness,Feeling well today.,7.0,No,2000–5000,1–1.5L,3+ cups,8+ hrs,Formal (workwear),Rock,Low (background),Morning,No,No clue,None,
2025-03-20,user_002,37,10,3,10,Not at all,A bit tired.,3.8,No,8000+,1–1.5L,2 cups,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-03-21,user_002,37,1,2,2,Mild tiredness,A bit tired.,9.6,Kind of,2000–5000,1–1.5L,None,<2 hrs,"Casual (jeans, tee)",None,Loud,Afternoon,No,No clue,None,
2025-03-22,user_002,37,6,2,5,Not at all,,0.1,Yes,<2000,<1L,2 cups,8+ hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,No,No clue,None,
2025-03-23,user_002,37,10,5,3,Not at all,,6.0,No,2000–5000,1–1.5L,1 cup,8+ hrs,Athletic/Activewear,Rock,Medium,Morning,No,No clue,None,Travelled for work
2025-03-24,user_002,37,7,4,3,Full-on burnout,,2.2,Yes,8000+,<1L,2 cups,8+ hrs,"Comfy (PJs, oversized)","Other, Western classical",Medium,Night,No,No clue,None,
2025-03-25,user_002,37,7,2,4,Full-on burnout,,11.7,No,8000+,<1L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-03-26,user_002,37,8,3,1,Not at all,,5.2,No,<2000,1–1.5L,3+ cups,2–5 hrs,Formal (workwear),"Western classical, Other",Low (background),Morning,No,No clue,None,
2025-03-27,user_002,37,10,4,4,Mild tiredness,A bit tired.,10.1,Kind of,5000–8000,<1L,2 cups,5–8 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Dance music",Low (background),Morning,No,No clue,None,
2025-03-28,user_002,37,7,2,4,Mild tiredness,,8.4,No,5000–8000,<1L,2 cups,8+ hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,None
2025-03-29,user_002,37,3,8,1,Drained,Feeling well today.,2.9,No,2000–5000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)","Other, Bollywood",Low (background),Afternoon,No,No clue,None,
2025-03-30,user_002,37,1,4,5,Drained,,10.0,Yes,2000–5000,1.5–2.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",Other,Medium,Afternoon,No,No clue,None,
2025-03-31,user_002,37,3,4,2,Not at all,Relaxed evening.,3.4,No,5000–8000,<1L,1 cup,<2 hrs,Athletic/Activewear,Lofi,Loud,Night,No,No clue,None,
2025-04-01,user_002,37,1,1,7,Full-on burnout,,2.4,Kind of,2000–5000,1.5–2.5L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",EDM,Loud,Afternoon,No,No clue,None,Felt sick
2025-04-02,user_002,37,5,10,3,Not at all,Relaxed evening.,1.1,Yes,<2000,2.5L+,None,2–5 hrs,Formal (workwear),Lofi,Loud,Afternoon,No,No clue,None,
2025-04-03,user_002,37,6,4,2,Not at all,,1.5,Kind of,8000+,<1L,2 cups,2–5 hrs,Formal (workwear),"Lofi, EDM",Medium,Afternoon,No,No clue,None,
2025-04-04,user_002,37,6,2,8,Mild tiredness,,8.6,Yes,8000+,<1L,2 cups,8+ hrs,Athletic/Activewear,"Sad Pop, Western classical",Low (background),Morning,No,No clue,None,Travelled for work
2025-04-05,user_002,37,6,8,6,Not at all,,7.0,Kind of,8000+,1–1.5L,1 cup,5–8 hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-04-06,user_002,37,5,9,4,Mild tiredness,,4.2,Yes,5000–8000,1.5–2.5L,None,2–5 hrs,Formal (workwear),Carnatic,Low (background),Afternoon,No,No clue,None,
2025-04-07,user_002,37,2,2,10,Drained,,5.0,No,2000–5000,<1L,None,5–8 hrs,"Casual (jeans, tee)",Western classical,Low (background),Morning,No,No clue,None,
2025-04-08,user_002,37,6,2,8,Full-on burnout,,3.4,Yes,2000–5000,1.5–2.5L,3+ cups,8+ hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-09,user_002,37,5,3,6,Full-on burnout,A bit tired.,3.8,No,5000–8000,1–1.5L,2 cups,5–8 hrs,Athletic/Activewear,"K-pop / J-pop, Bollywood",Loud,Night,No,No clue,None,
2025-04-10,user_002,37,7,8,4,Full-on burnout,,5.6,No,2000–5000,2.5L+,3+ cups,8+ hrs,Athletic/Activewear,"Bollywood, EDM",Low (background),Afternoon,No,No clue,None,
2025-04-11,user_002,37,2,2,6,Mild tiredness,,1.3,No,8000+,2.5L+,1 cup,5–8 hrs,Formal (workwear),Dance music,Low (background),Afternoon,No,No clue,None,
2025-04-12,user_002,37,10,1,2,Full-on burnout,,1.4,Kind of,2000–5000,<1L,None,8+ hrs,Formal (workwear),None,Medium,Morning,No,No clue,None,
2025-04-13,user_002,37,4,1,4,Not at all,,11.2,Yes,<2000,2.5L+,None,<2 hrs,Formal (workwear),None,Medium,Morning,No,No clue,None,Felt sick
2025-04-14,user_002,37,9,2,4,Not at all,,2.7,Kind of,5000–8000,1–1.5L,1 cup,2–5 hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,Attended a social event
2025-04-15,user_002,37,1,8,2,Not at all,Feeling well today.,7.6,No,2000–5000,1–1.5L,1 cup,5–8 hrs,Formal (workwear),"Bollywood, Happy Vibey pop",Low (background),Afternoon,No,No clue,None,
2025-04-16,user_002,37,7,4,8,Not at all,A bit tired.,6.9,Kind of,<2000,<1L,None,2–5 hrs,"Casual (jeans, tee)",Dance music,Low (background),Afternoon,No,No clue,None,
2025-04-17,user_002,37,3,6,5,Full-on burnout,,6.4,Kind of,5000–8000,1–1.5L,None,<2 hrs,Formal (workwear),EDM,Low (background),Afternoon,No,No clue,None,
2025-04-18,user_002,37,2,7,10,Mild tiredness,Relaxed evening.,11.4,Yes,8000+,1–1.5L,3+ cups,<2 hrs,"Casual (jeans, tee)",None,Loud,Afternoon,No,No clue,None,
2025-04-19,user_002,37,2,5,2,Drained,,11.7,No,2000–5000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)","Lofi, Other",Medium,Night,No,No clue,None,
2025-04-20,user_002,37,3,9,10,Mild tiredness,,2.6,Yes,8000+,1.5–2.5L,1 cup,<2 hrs,Formal (workwear),Carnatic,Low (background),Night,No,No clue,None,
2025-04-21,user_002,37,1,5,3,Drained,,1.0,Kind of,<2000,1.5–2.5L,2 cups,8+ hrs,Athletic/Activewear,Sad Pop,Loud,Morning,No,No clue,None,
2025-04-22,user_002,37,1,5,10,Mild tiredness,Feeling well today.,6.1,Yes,<2000,2.5L+,1 cup,5–8 hrs,"Comfy (PJs, oversized)",Rock,Medium,Night,No,No clue,None,
2025-04-23,user_002,37,4,6,2,Drained,,3.6,Yes,5000–8000,1–1.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Night,No,No clue,None,
2025-04-24,user_002,37,4,7,4,Full-on burnout,,2.3,Yes,<2000,2.5L+,None,8+ hrs,Formal (workwear),"Rock, EDM",Low (background),Night,No,No clue,None,
2025-04-25,user_002,37,4,9,7,Mild tiredness,,7.5,Yes,5000–8000,1.5–2.5L,None,<2 hrs,"Comfy (PJs, oversized)","Rock, Sad Pop",Low (background),Morning,No,No clue,None,
2025-04-26,user_002,37,2,5,2,Not at all,,8.1,Yes,<2000,1.5–2.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",Rock,Low (background),Afternoon,No,No clue,None,None
2025-04-27,user_002,37,1,10,1,Drained,Feeling well today.,6.0,Yes,8000+,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-04-28,user_002,37,6,9,5,Mild tiredness,,7.9,No,2000–5000,1.5–2.5L,None,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,No,No clue,None,
2025-04-29,user_002,37,7,4,9,Not at all,,9.7,Kind of,2000–5000,1–1.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Medium,Morning,No,No clue,None,
2025-04-30,user_002,37,9,6,8,Mild tiredness,,9.0,Yes,<2000,2.5L+,3+ cups,<2 hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-05-01,user_002,37,1,10,1,Full-on burnout,Relaxed evening.,6.0,Yes,<2000,<1L,3+ cups,8+ hrs,Formal (workwear),Other,Loud,Afternoon,No,No clue,None,
2025-05-02,user_002,37,7,5,4,Drained,,11.4,No,8000+,1.5–2.5L,3+ cups,5–8 hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-05-03,user_002,37,5,6,8,Not at all,,7.5,No,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-05-04,user_002,37,4,3,4,Drained,,2.4,No,2000–5000,<1L,None,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-05-05,user_002,37,5,1,3,Drained,A bit tired.,0.5,Yes,8000+,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)","Other, Lofi",Medium,Night,No,No clue,None,
2025-05-06,user_002,37,4,3,5,Full-on burnout,,2.4,No,5000–8000,2.5L+,3+ cups,8+ hrs,"Casual (jeans, tee)",Carnatic,Loud,Night,No,No clue,None,
2025-05-07,user_002,37,7,10,4,Drained,,5.7,Kind of,2000–5000,<1L,None,5–8 hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-05-08,user_002,37,10,4,10,Not at all,,3.7,Kind of,<2000,<1L,None,2–5 hrs,Formal (workwear),None,Loud,Morning,No,No clue,None,
2025-05-09,user_002,37,10,1,1,Drained,,5.2,Yes,<2000,<1L,None,2–5 hrs,"Comfy (PJs, oversized)","Carnatic, K-pop / J-pop",Medium,Afternoon,No,No clue,None,
2025-05-10,user_002,37,4,7,4,Not at all,,2.5,Kind of,8000+,1.5–2.5L,3+ cups,<2 hrs,"Casual (jeans, tee)","K-pop / J-pop, Lofi",Low (background),Morning,No,No clue,None,
2025-05-11,user_002,37,5,8,1,Mild tiredness,,5.0,Kind of,8000+,1–1.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,No clue,None,
2025-05-12,user_002,37,5,8,1,Drained,Feeling well today.,1.0,Yes,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)","Lofi, Sad Pop",Medium,Afternoon,No,No clue,None,Attended a social event
2025-05-13,user_002,37,9,8,4,Not at all,,9.7,Kind of,8000+,<1L,2 cups,5–8 hrs,"Casual (jeans, tee)","K-pop / J-pop, Dance music",Low (background),Morning,No,No clue,None,
2025-05-14,user_002,37,10,4,2,Mild tiredness,,8.5,Kind of,5000–8000,1.5–2.5L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",Dance music,Loud,Morning,No,No clue,None,
2025-05-15,user_002,37,9,10,2,Mild tiredness,,2.8,Kind of,<2000,2.5L+,None,<2 hrs,Athletic/Activewear,Sad Pop,Loud,Night,No,No clue,None,
2025-05-16,user_002,37,1,8,10,Drained,,1.7,No,<2000,<1L,3+ cups,8+ hrs,"Casual (jeans, tee)","Lofi, Western classical",Medium,Morning,No,No clue,None,
2025-05-17,user_002,37,7,7,5,Full-on burnout,,11.6,Yes,8000+,1.5–2.5L,3+ cups,5–8 hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-05-18,user_002,37,5,3,8,Drained,A bit tired.,4.0,No,<2000,1–1.5L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)","EDM, Sad Pop",Low (background),Night,No,No clue,None,
2025-05-19,user_002,37,6,6,10,Drained,A bit tired.,7.3,No,<2000,1–1.5L,1 cup,<2 hrs,Formal (workwear),"Other, Happy Vibey pop",Medium,Afternoon,No,No clue,None,
2025-05-20,user_002,37,8,5,2,Drained,,2.8,No,8000+,2.5L+,2 cups,2–5 hrs,"Casual (jeans, tee)",Dance music,Low (background),Night,No,No clue,None,
2025-05-21,user_002,37,2,6,9,Mild tiredness,,8.5,No,5000–8000,2.5L+,1 cup,<2 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-05-22,user_002,37,5,9,10,Drained,,9.3,Kind of,8000+,1.5–2.5L,None,<2 hrs,"Comfy (PJs, oversized)",EDM,Loud,Morning,No,No clue,None,
2025-05-23,user_002,37,4,6,8,Drained,,11.8,No,2000–5000,<1L,2 cups,8+ hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,
2025-05-24,user_002,37,5,5,10,Mild tiredness,,4.9,No,2000–5000,1–1.5L,3+ cups,5–8 hrs,Athletic/Activewear,"EDM, K-pop / J-pop",Loud,Afternoon,No,No clue,None,
2025-05-25,user_002,37,6,5,7,Mild tiredness,,8.8,Yes,8000+,1.5–2.5L,None,2–5 hrs,Athletic/Activewear,Bollywood,Medium,Morning,No,No clue,None,
2025-05-26,user_002,37,6,9,6,Full-on burnout,,0.7,Kind of,<2000,1–1.5L,2 cups,<2 hrs,"Casual (jeans, tee)",EDM,Loud,Night,No,No clue,None,
2025-05-27,user_002,37,9,4,3,Full-on burnout,,5.3,Kind of,<2000,<1L,None,5–8 hrs,Athletic/Activewear,None,Loud,Morning,No,No clue,None,
2025-05-28,user_002,37,1,2,10,Mild tiredness,,8.3,No,8000+,1.5–2.5L,2 cups,5–8 hrs,"Casual (jeans, tee)","Other, Carnatic",Low (background),Afternoon,No,No clue,None,
2025-05-29,user_002,37,10,2,8,Drained,A bit tired.,2.2,Yes,2000–5000,1.5–2.5L,None,2–5 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-05-30,user_002,37,3,7,9,Full-on burnout,,6.8,No,5000–8000,1.5–2.5L,2 cups,<2 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-05-31,user_002,37,1,2,1,Not at all,,7.8,Yes,2000–5000,2.5L+,2 cups,5–8 hrs,Athletic/Activewear,"Other, EDM",Medium,Morning,No,No clue,None,Started new hobby
2025-06-01,user_002,37,2,1,1,Mild tiredness,,11.7,No,2000–5000,<1L,1 cup,8+ hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-06-02,user_002,37,8,9,4,Not at all,,6.0,No,<2000,<1L,3+ cups,5–8 hrs,Formal (workwear),Other,Low (background),Night,Yes,Menstrual,"Low energy, Food craving",
2025-06-03,user_002,37,8,1,8,Drained,,6.3,Kind of,<2000,<1L,None,2–5 hrs,Athletic/Activewear,None,Medium,Afternoon,Yes,Menstrual,None,
2025-06-04,user_002,37,9,1,3,Drained,,1.4,Yes,2000–5000,1–1.5L,3+ cups,<2 hrs,Athletic/Activewear,None,Medium,Night,Yes,Menstrual,Cramps,
2025-06-05,user_002,37,9,2,2,Drained,,0.5,Kind of,<2000,1–1.5L,2 cups,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Morning,Yes,Menstrual,None,
2025-06-06,user_002,37,3,10,3,Full-on burnout,,8.8,Kind of,8000+,1–1.5L,1 cup,<2 hrs,Formal (workwear),Lofi,Medium,Night,Yes,Menstrual,Cramps,
2025-06-07,user_002,37,2,9,2,Drained,,7.1,No,2000–5000,1–1.5L,3+ cups,<2 hrs,Athletic/Activewear,"Happy Vibey pop, Carnatic",Loud,Afternoon,Yes,Follicular,None,
2025-06-08,user_002,37,5,2,2,Not at all,,8.4,Yes,5000–8000,1–1.5L,2 cups,2–5 hrs,Athletic/Activewear,Lofi,Loud,Afternoon,Yes,Follicular,None,
2025-06-09,user_002,37,8,8,7,Mild tiredness,,9.6,No,8000+,1–1.5L,None,5–8 hrs,"Casual (jeans, tee)","Happy Vibey pop, Rock",Loud,Morning,No,Follicular,None,
2025-06-10,user_002,37,7,7,10,Mild tiredness,,9.9,Kind of,<2000,1.5–2.5L,1 cup,<2 hrs,Athletic/Activewear,Bollywood,Low (background),Morning,No,Follicular,None,
2025-06-11,user_002,37,8,8,5,Drained,A bit tired.,11.0,No,8000+,1–1.5L,3+ cups,<2 hrs,Formal (workwear),"Bollywood, Happy Vibey pop",Low (background),Morning,No,Follicular,None,
2025-06-12,user_002,37,5,9,3,Drained,Productive day at work.,3.9,Yes,5000–8000,<1L,2 cups,5–8 hrs,Athletic/Activewear,Bollywood,Medium,Afternoon,No,Follicular,None,
2025-06-13,user_002,37,5,5,7,Full-on burnout,,9.4,Yes,<2000,1–1.5L,1 cup,2–5 hrs,Formal (workwear),None,Medium,Night,No,Follicular,None,
2025-03-16,user_003,59,4,7,2,Not at all,Feeling well today.,9.0,Kind of,<2000,1–1.5L,3+ cups,5–8 hrs,"Casual (jeans, tee)",Dance music,Medium,Night,No,No clue,None,
2025-03-17,user_003,59,2,5,2,Not at all,,3.7,Kind of,2000–5000,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)","EDM, Rock",Low (background),Morning,No,No clue,None,Travelled for work
2025-03-18,user_003,59,9,7,1,Not at all,Feeling well today.,7.8,Kind of,2000–5000,1.5–2.5L,3+ cups,8+ hrs,Formal (workwear),"Happy Vibey pop, EDM",Low (background),Night,No,No clue,None,
2025-03-19,user_003,59,10,5,3,Full-on burnout,,5.4,Kind of,5000–8000,2.5L+,3+ cups,8+ hrs,"Comfy (PJs, oversized)",K-pop / J-pop,Low (background),Night,No,No clue,None,
2025-03-20,user_003,59,6,2,8,Not at all,,7.7,Yes,2000–5000,1–1.5L,None,5–8 hrs,Formal (workwear),"Carnatic, EDM",Medium,Night,No,No clue,None,
2025-03-21,user_003,59,6,1,7,Not at all,A bit tired.,3.9,No,5000–8000,<1L,3+ cups,2–5 hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,Attended a social event
2025-03-22,user_003,59,4,2,6,Drained,,2.4,Yes,5000–8000,1.5–2.5L,None,<2 hrs,"Comfy (PJs, oversized)",Happy Vibey pop,Loud,Morning,No,No clue,None,
2025-03-23,user_003,59,1,2,9,Mild tiredness,,9.6,Kind of,<2000,2.5L+,2 cups,5–8 hrs,"Casual (jeans, tee)",Western classical,Loud,Morning,No,No clue,None,
2025-03-24,user_003,59,5,2,9,Full-on burnout,,7.2,Kind of,<2000,2.5L+,2 cups,2–5 hrs,"Casual (jeans, tee)","Sad Pop, EDM",Medium,Night,No,No clue,None,
2025-03-25,user_003,59,1,10,1,Mild tiredness,Feeling well today.,3.6,Kind of,5000–8000,1.5–2.5L,2 cups,2–5 hrs,Athletic/Activewear,"Happy Vibey pop, Western classical",Medium,Night,No,No clue,None,Started new hobby
2025-03-26,user_003,59,10,3,6,Mild tiredness,,3.0,Kind of,8000+,2.5L+,None,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,No clue,None,None
2025-03-27,user_003,59,9,1,7,Mild tiredness,,2.0,Yes,5000–8000,<1L,3+ cups,8+ hrs,Athletic/Activewear,Rock,Medium,Morning,No,No clue,None,
2025-03-28,user_003,59,10,7,3,Drained,,1.1,No,2000–5000,<1L,2 cups,8+ hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-03-29,user_003,59,9,3,8,Mild tiredness,,0.8,Kind of,2000–5000,1.5–2.5L,1 cup,<2 hrs,Athletic/Activewear,Sad Pop,Low (background),Afternoon,No,No clue,None,
2025-03-30,user_003,59,4,4,1,Full-on burnout,Relaxed evening.,4.2,Kind of,5000–8000,1–1.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",EDM,Loud,Afternoon,No,No clue,None,
2025-03-31,user_003,59,4,4,1,Not at all,,5.6,No,2000–5000,1–1.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)","EDM, Sad Pop",Loud,Morning,No,No clue,None,
2025-04-01,user_003,59,4,8,6,Drained,A bit tired.,0.2,Kind of,5000–8000,1–1.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Medium,Afternoon,No,No clue,None,
2025-04-02,user_003,59,3,10,8,Full-on burnout,,3.6,Kind of,5000–8000,1.5–2.5L,1 cup,<2 hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-04-03,user_003,59,10,2,4,Not at all,Relaxed evening.,5.9,Kind of,<2000,1–1.5L,None,2–5 hrs,Athletic/Activewear,Sad Pop,Low (background),Afternoon,No,No clue,None,
